id,address,sale_date,asked_price,sold_price,rooms,living_space,has_balcony,floor,avgift,driftskostnad,built,total_floors,has_lift,lat,lng,avgift_sqm,valdistrikt
703,Ridspögatan 4 C,2020-10-30,2195000.0,2600000,3.0,78.0,1.0,3.0,4132.0,5820.0,1967-01-01,3.0,0,57.646199709273795,12.010079343856495,52.97435897435897,Åby Västra
704,Knarrhögsgatan 8 A,2020-10-30,1895000.0,2060000,1.0,42.0,1.0,3.0,3294.0,4020.0,1947-01-01,3.0,0,57.65809961149271,12.013124054176295,78.42857142857143,Stadshuset Södra
705,Åby allé 5,2020-10-30,2350000.0,2600000,2.0,48.0,,1.0,3033.0,4728.0,2018-01-01,5.0,1,57.64987560394683,11.99453795011758,63.1875,Stallbacken
706,Länsmansgatan 11,2020-10-29,2850000.0,2870000,2.0,57.0,1.0,1.0,2850.0,5388.0,1938-01-01,3.0,0,57.659658217917965,12.012140646440722,50.0,Stadshuset Södra
707,Vänortsgatan 7 D,2020-10-29,2275000.0,2375000,2.0,52.0,1.0,5.0,3664.0,4200.0,1952-01-01,4.0,0,57.66423466460914,12.010690705971744,70.46153846153847,Stadshuset Norra
708,Pinnharvsgatan 2D,2020-10-29,2295000.0,2375000,3.0,71.0,1.0,2.0,4447.0,5400.0,1969-01-01,,0,57.663457004846855,11.99457101003508,62.63380281690141,Västerberg
709,Larssons Berg 15,2020-10-29,,4125000,3.0,85.0,1.0,1.0,5376.0,9120.0,2015-01-01,,1,57.66582416538299,12.037360928517106,63.247058823529414,Lackarebäck Norra
710,Släpharvsgatan 5C,2020-10-29,2175000.0,2350000,2.0,65.0,1.0,2.0,4086.0,4680.0,1970-01-01,4.0,0,57.66365407512381,11.989255106731362,62.86153846153846,Toltorp Södra
711,Kvarnbygatan 45,2020-10-28,1795000.0,2035000,1.0,38.0,,2.0,2466.0,4080.0,2018-01-01,,0,57.65771486837211,12.02883370400714,64.89473684210526,Kvarnbyn Södra
712,Häradsgatan 26 A,2020-10-28,2195000.0,2420000,2.0,56.0,1.0,3.0,3796.0,4284.0,1955-01-01,4.0,0,57.66176204907283,12.00571237404299,67.78571428571429,Stadshuset Norra
713,Pinnharvsgatan 1 A,2020-10-28,1695000.0,1695000,1.0,33.0,1.0,2.0,2699.0,3960.0,1968-01-01,3.0,0,57.663009109594014,11.994255902434361,81.78787878787878,Bosgården Norra
714,Blandsädesgatan 6 B,2020-10-28,1895000.0,1895000,2.0,50.0,,3.0,3176.0,5460.0,1971-01-01,3.0,0,57.66143823836846,11.996230614396145,63.52,Bosgården Norra
715,Växthusgatan 7,2020-10-27,,3430000,3.0,81.0,1.0,4.0,5063.0,,1952-01-01,4.0,0,57.65848443043071,12.0115329490543,62.50617283950617,Stadshuset Södra
716,Högenvägen 221,2020-10-27,2850000.0,3000000,3.0,89.0,1.0,2.0,4428.0,1740.0,1980-01-01,2.0,0,57.60718715947178,12.060387923737558,49.752808988764045,Brattås Södra
717,Eklanda bäck 78,2020-10-26,2595000.0,2525000,2.0,52.0,,1.0,3221.0,1800.0,1999-01-01,,0,57.65228606651305,11.962651351972346,61.94230769230769,Eklanda Västra
718,Vänortsgatan 12 E,2020-10-24,1650000.0,1820000,1.0,31.0,,5.0,2293.0,4200.0,1952-01-01,,0,57.66463199600799,12.011530093854441,73.96774193548387,Stadshuset Södra
719,Pinnharvsgatan 6B,2020-10-24,2550000.0,2700000,3.0,76.0,1.0,2.0,4650.0,5945.0,1970-01-01,3.0,0,57.662623086818336,11.991252419872069,61.18421052631579,Västerberg
720,Kallblodsgatan 2A,2020-10-23,2350000.0,2440000,3.0,77.0,,0.0,4892.0,,1967-01-01,3.0,0,57.6454830328726,12.005243709929115,63.532467532467535,Åby Västra
721,Piltegatan 3 B,2020-10-23,2850000.0,3425000,3.0,70.0,1.0,3.0,4093.0,6060.0,1957-01-01,3.0,0,57.66168071570947,12.004176253873613,58.47142857142857,Bosgården Södra
722,Jungfruplatsen 1C,2020-10-23,2495000.0,2450000,3.0,72.0,1.0,1.0,4636.0,6600.0,1959-01-01,3.0,0,57.658865259764,12.000669126193266,64.38888888888889,Fässberg Östra
723,Skrittgatan 6 A,2020-10-23,2850000.0,2850000,3.0,78.0,,1.0,4071.0,5820.0,1967-01-01,,0,57.64637778198632,12.008488990212049,52.19230769230769,Åby Västra
724,Kvarnbygatan 33,2020-10-23,2395000.0,2625000,2.0,48.0,1.0,9.0,2974.0,5364.0,2017-01-01,10.0,1,57.657964389930385,12.028360554562664,61.958333333333336,Kvarnbyn Södra
725,Kallblodsgatan 2B,2020-10-23,1950000.0,1950000,1.0,41.0,,3.0,2555.0,4140.0,1967-01-01,3.0,0,57.64565267543246,12.0051962025435,62.31707317073171,Åby Västra
726,Torallagatan 4 A,2020-10-23,2250000.0,2560000,2.0,54.0,1.0,2.0,2565.0,4860.0,1957-01-01,3.0,0,57.6603704404082,12.002741579749804,47.5,Bosgården Södra
727,Lövgatan 4 B,2020-10-21,2650000.0,3100000,3.0,75.0,1.0,3.0,4150.0,4920.0,1964-01-01,3.0,0,57.66114185753065,12.021308891536187,55.333333333333336,Kvarnbyn Norra
728,Häradsgatan 26 A lgh 1401,2020-10-21,1750000.0,2000000,1.0,33.0,1.0,5.0,2562.0,6461.0,1955-01-01,5.0,0,57.66185571607205,12.005872349420263,77.63636363636364,Stadshuset Norra
729,Blandsädesgatan 6 A,2020-10-21,,2000000,1.0,34.0,,,2477.0,4500.0,1971-01-01,,0,57.661647734244255,11.996347443500145,72.8529411764706,Bosgården Norra
730,Åby Allé 3,2020-10-21,2350000.0,2435000,2.0,44.0,,4.0,2679.0,5976.0,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,60.88636363636363,Stallbacken
731,Fallströmsgatan 14B,2020-10-20,1795000.0,1760000,2.0,67.0,,1.0,5956.0,3500.0,1993-01-01,3.0,1,57.664121993258064,11.997970799889412,88.8955223880597,Bosgården Norra
732,Hökegårdsgatan 4 B,2020-10-20,1950000.0,2000000,1.0,39.0,,1.0,2490.0,4320.0,1956-01-01,3.0,0,57.67508312954119,11.993641843733418,63.84615384615385,Sörgården Västra
733,Lövgatan 6F,2020-10-20,,2580000,3.0,75.0,1.0,1.0,4288.0,5400.0,1963-01-01,3.0,0,57.66237227799369,12.020889325284873,57.17333333333333,Kvarnbyn Norra
734,Utsädesgatan 2F,2020-10-20,2795000.0,2710000,4.0,92.0,1.0,2.0,5353.0,6860.0,1970-01-01,3.0,0,57.66064456500108,11.994602553446859,58.18478260869565,Västerberg
735,Kvarnbyvallen 17,2020-10-19,5995000.0,6160000,3.0,106.0,1.0,6.0,5123.0,7750.0,2015-01-01,6.0,1,57.65857277032696,12.022894615881578,48.33018867924528,Kvarnbyn Södra
736,Krokslätts Parkgata 44B,2020-10-19,1850000.0,1850000,1.0,35.0,,3.0,2391.0,3620.0,1945-01-01,3.0,0,57.67578197738043,11.994305338994325,68.31428571428572,Sörgården Västra
737,Åby Allé 3,2020-10-17,2295000.0,2440000,2.0,44.0,1.0,5.0,2679.0,4080.0,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,60.88636363636363,Stallbacken
738,Kvarnvägen 8 O,2020-10-16,2495000.0,2900000,3.0,75.0,1.0,2.0,2947.0,4000.0,1963-01-01,2.0,0,57.58402380399093,12.096026060461107,39.29333333333334,Sinntorp Norra
739,Växthusgatan 4 B,2020-10-16,4095000.0,4050000,3.0,85.0,1.0,,4510.0,8000.0,2017-01-01,,0,57.659107699692406,12.013946645763557,53.05882352941177,Stadshuset Södra
740,Ålegårdsgatan 205,2020-10-16,3350000.0,3400000,4.0,106.0,,1.0,6740.0,16572.0,1988-01-01,1.0,0,57.62491652383637,12.02263509999157,63.58490566037736,Balltorp Östra
741,Vänortsgatan 9 A,2020-10-16,1595000.0,1900000,1.0,29.0,1.0,3.0,2345.0,4200.0,1952-01-01,3.0,0,57.664607459254334,12.010492300812343,80.86206896551724,Stadshuset Norra
742,Ponnygatan 6B,2020-10-16,2590000.0,2850000,3.0,78.0,1.0,3.0,4829.0,5388.0,1966-01-01,3.0,0,57.64699147067956,12.011254651510107,61.91025641025641,Åby Västra
743,Fredåsgatan 14B,2020-10-16,1650000.0,1800000,1.0,29.0,,4.0,2520.0,3620.0,1929-01-01,4.0,0,57.6745864416037,12.00680170751472,86.89655172413794,Krokslätt
744,Baazgatan 5 A,2020-10-16,1995000.0,2250000,1.0,44.0,,,2467.0,4800.0,1966-01-01,,0,57.65165306631174,12.014928293364694,56.06818181818182,Broslätt Östra
745,Pinnharvsgatan 3 B,2020-10-16,2195000.0,2335000,3.0,80.0,1.0,3.0,4804.0,6240.0,1968-01-01,3.0,0,57.662781089619244,11.993738124134367,60.05,Bosgården Norra
746,Kvarnbygatan 39,2020-10-16,2795000.0,2800000,2.0,53.0,1.0,3.0,3098.0,4008.0,2017-01-01,,1,57.65805582240293,12.029191474519497,58.45283018867924,Kvarnbyn Södra
747,Ponnygatan 8A,2020-10-16,1950000.0,2175000,1.0,46.0,1.0,1.0,3250.0,1944.0,2100-01-01,3.0,0,57.64713011730367,12.010656537685083,70.65217391304348,Åby Västra
748,Vänortsgatan 24,2020-10-15,3495000.0,3775000,3.0,83.0,1.0,1.0,2984.0,6271.0,2013-01-01,,1,57.6649774853717,12.011317171422428,35.95180722891566,Stadshuset Norra
749,Vänortsgatan 10 A,2020-10-15,2150000.0,2350000,2.0,51.0,1.0,2.0,3644.0,4380.0,1952-01-01,3.0,0,57.66404536460396,12.011427440586568,71.45098039215686,Stadshuset Södra
750,Toltorpsgatan 39E,2020-10-14,1995000.0,2120000,1.0,40.0,1.0,1.0,2156.0,7400.0,1962-01-01,3.0,0,57.67364606049667,11.980105616395646,53.9,Toltorp Norra
751,Torallagatan 2 B,2020-10-14,1850000.0,2020000,1.0,43.0,,1.0,1839.0,3660.0,1957-01-01,3.0,0,57.66113759525996,12.001739158683625,42.76744186046512,Bosgården Södra
752,Kvarnbyvallen 11,2020-10-14,2250000.0,2445000,2.0,45.0,1.0,2.0,2734.0,5880.0,2017-01-01,,0,57.65849783258694,12.024292525197898,60.75555555555555,Kvarnbyn Södra
753,Åby allé 5,2020-10-14,2795000.0,3000000,3.0,64.0,1.0,2.0,3717.0,4524.0,2018-01-01,5.0,1,57.64987560394683,11.99453795011758,58.078125,Stallbacken
754,Ponnygatan 1A,2020-10-13,1695000.0,1950000,2.0,60.0,,1.0,3021.0,3620.0,1967-01-01,3.0,0,57.645896298594096,12.011311213983321,50.35,Åby Västra
755,Kvarnbyvallen 11,2020-10-12,,3330000,2.0,64.0,,4.0,3463.0,10560.0,2017-01-01,,0,57.65849783258694,12.024292525197898,54.109375,Kvarnbyn Södra
756,Flyttfågelvägen 17,2020-10-12,,3950000,3.0,85.0,,1.0,3851.0,9000.0,2100-01-01,,0,57.570685445779944,12.0734197613829,45.305882352941175,Skånhälla Fågelsten
757,Rullharvsgatan 6 A,2020-10-12,2395000.0,2525000,3.0,76.0,1.0,2.0,4650.0,4860.0,1970-01-01,3.0,0,57.663584700905375,11.990116172171783,61.18421052631579,Toltorp Södra
758,Pinnharvsgatan 6C,2020-10-12,2095000.0,2205000,2.0,65.0,1.0,1.0,3967.0,5124.0,1970-01-01,3.0,0,57.66252780812119,11.991025530189972,61.03076923076923,Västerberg
759,Åby allé 5,2020-10-12,2295000.0,2350000,2.0,44.0,,3.0,2902.0,3600.0,2018-01-01,5.0,1,57.64987560394683,11.99453795011758,65.95454545454545,Stallbacken
760,Åby Allé 25,2020-10-11,3895000.0,4250000,3.0,80.0,,5.0,4560.0,6360.0,2100-01-01,6.0,1,57.65079145438372,11.996390140191274,57.0,Stallbacken
761,Larssons Berg 4,2020-10-11,,5100000,4.0,89.0,,5.0,4904.0,6000.0,2017-01-01,,0,57.6659436285615,12.038240075715867,55.10112359550562,Lackarebäck Norra
762,Djäknegatan 1 A,2020-10-10,2495000.0,2560000,3.0,70.0,1.0,3.0,4466.0,5000.0,1958-01-01,3.0,0,57.66215901626378,12.006534912708492,63.8,Stadshuset Norra
763,Kvarnbyvallen 5,2020-10-10,3850000.0,3850000,3.0,73.0,1.0,2.0,4075.0,2640.0,2017-01-01,,1,57.65848527859104,12.025668550492814,55.821917808219176,Kvarnbyn Södra
764,Blandsädesgatan 8E,2020-10-09,2095000.0,2260000,2.0,63.0,1.0,1.0,4054.0,4350.0,2100-01-01,3.0,0,57.66146924069584,11.994131821610326,64.34920634920636,Bosgården Norra
765,Ålegårdsgatan 42,2020-10-09,2295000.0,2295000,2.0,66.0,,1.0,4431.0,5750.0,1984-01-01,2.0,0,57.62784899835506,12.029230646744807,67.13636363636364,Balltorp Östra
766,Ponnygatan 1A,2020-10-09,1990000.0,2200000,2.0,60.0,,2.0,3142.0,5388.0,1967-01-01,3.0,0,57.645896298594096,12.011311213983321,52.36666666666667,Åby Västra
767,Landshövdingegatan 32C,2020-10-09,2950000.0,3100000,3.0,72.0,1.0,3.0,3489.0,5416.0,1959-01-01,3.0,0,57.674513787096494,11.994645229950285,48.458333333333336,Sörgården Västra
768,Kvarnbyvallen 7,2020-10-09,2895000.0,2860000,2.0,56.0,,1.0,3597.0,9948.0,2017-01-01,5.0,1,57.658332300117074,12.025278643218199,64.23214285714286,Kvarnbyn Södra
769,Vänortsgatan 12 B,2020-10-09,2135000.0,2300000,2.0,55.0,,3.0,3803.0,,1952-01-01,,0,57.66418901974244,12.0118013485031,69.14545454545454,Stadshuset Södra
770,Samuel Norbergsgatan 9,2020-10-09,2195000.0,2350000,1.0,40.0,,6.0,2490.0,,2100-01-01,,0,57.65756292149199,12.027722692003605,62.25,Kvarnbyn Södra
771,Delbancogatan 9E,2020-10-08,2250000.0,2450000,3.0,75.0,1.0,3.0,4385.0,4800.0,1963-01-01,3.0,0,57.66237582908771,12.022566040999896,58.46666666666667,Kvarnbyn Norra
772,Höjdgatan 107,2020-10-08,3295000.0,3295000,3.0,80.0,1.0,2.0,4548.0,16824.0,1981-01-01,2.0,0,57.658114402174306,12.039733766309288,56.85,Lackarebäck Södra
773,Gladiolusgatan 4 B,2020-10-08,3075000.0,3075000,4.0,92.0,,2.0,4852.0,6000.0,1966-01-01,,0,57.651081057006024,12.015444714579434,52.73913043478261,Broslätt Östra
774,Brogatan 16,2020-10-08,3390000.0,3530000,3.0,66.0,1.0,3.0,3238.0,6672.0,1984-01-01,3.0,1,57.65545281751902,12.014079466874444,49.06060606060606,Broslätt Östra
775,Piltegatan 1 A,2020-10-08,2295000.0,2500000,2.0,53.0,1.0,3.0,3312.0,3624.0,1957-01-01,3.0,0,57.661998730988195,12.003563065643132,62.490566037735846,Bosgården Södra
776,Gärdegatan 2D,2020-10-07,3495000.0,4200000,4.0,83.0,1.0,2.0,4182.0,5421.0,2012-01-01,5.0,1,57.67643398073973,12.002841019969518,50.3855421686747,Sörgården Östra
777,Åby allé 45,2020-10-07,,2750000,2.0,50.0,,7.0,3012.0,3600.0,2018-01-01,,0,57.65195497615318,11.999211113954342,60.24,Stallbacken
778,Fullblodsgatan 7 A,2020-10-07,1995000.0,2300000,3.0,66.0,1.0,2.0,4396.0,5100.0,1966-01-01,3.0,0,57.64711111055346,12.012133253194724,66.60606060606061,Åby Västra
779,Splintvedsgatan 4,2020-10-07,3350000.0,3450000,3.0,74.0,1.0,,4071.0,7140.0,2018-01-01,,0,57.6244479503503,12.008886072964708,55.013513513513516,Balltorp Västra
780,Rektor Jönssons Väg 17,2020-10-06,2795000.0,3000000,3.0,72.0,1.0,2.0,4050.0,6742.0,2018-01-01,2.0,0,57.61053889395855,12.07274351630409,56.25,Stretered
781,Kvarnbyvallen 19,2020-10-05,4250000.0,4350000,4.0,95.0,1.0,3.0,4674.0,9444.0,2015-01-01,6.0,1,57.6586710506985,12.022869790718422,49.2,Kvarnbyn Södra
782,Växthusgatan 5,2020-10-05,2875000.0,3235000,3.0,81.0,1.0,3.0,5018.0,9700.0,2100-01-01,4.0,0,57.65864363805464,12.012945162360195,61.95061728395062,Stadshuset Södra
783,Rullharvsgatan 1B,2020-10-02,1995000.0,2100000,2.0,65.0,1.0,0.0,3967.0,4000.0,1970-01-01,3.0,0,57.66358885058323,11.992178640480443,61.03076923076923,Västerberg
784,Vänortsgatan 10 B,2020-10-02,1295000.0,1400000,1.0,19.0,,3.0,1817.0,3360.0,1952-01-01,3.0,0,57.66401370515923,12.011228795768266,95.63157894736842,Stadshuset Södra
785,Flyttfågelvägen 15,2020-10-02,3800000.0,4005000,3.0,85.0,,1.0,3851.0,9552.0,2011-01-01,4.0,1,57.57099865464867,12.07336115195414,45.305882352941175,Skånhälla Fågelsten
786,Kvarnbygatan 23,2020-10-02,2100000.0,2300000,1.0,43.0,,,2522.0,7160.0,2020-01-01,7.0,1,57.65838662516721,12.029499777375278,58.651162790697676,Kvarnbyn Södra
787,Torggatan 58,2020-10-02,2995000.0,3300000,4.0,105.0,,6.0,6343.0,624.0,1988-01-01,,1,57.6599576647325,12.021020340429633,60.40952380952381,Kvarnbyn Norra
788,Häradsgatan 30A,2020-10-01,2350000.0,2520000,2.0,64.0,,2.0,4150.0,,1955-01-01,3.0,0,57.662295358184046,12.005081440753088,64.84375,Stadshuset Norra
789,Sagåsvägen 61,2020-10-01,4300000.0,4300000,,,,,0.0,,2100-01-01,,0,57.60668597549042,12.071312072934132,,Stretered
790,Vänortsgatan 9 B,2020-10-01,,2200000,2.0,40.0,1.0,3.0,3128.0,4320.0,1952-01-01,3.0,0,57.66456247355154,12.010110268294978,78.2,Stadshuset Norra
791,Vänortsgatan 24,2020-10-01,2300000.0,2500000,1.0,35.0,1.0,3.0,1545.0,,2013-01-01,,1,57.6649774853717,12.011317171422428,44.142857142857146,Stadshuset Norra
792,Åby Allé 45,2020-10-01,2495000.0,2660000,2.0,50.0,1.0,2.0,2752.0,4476.0,2016-01-01,9.0,1,57.651946005925474,11.999211854982269,55.04,Stallbacken
122,Bergmansgatan 15,2020-09-30,2195000.0,3040000,2.0,66.0,1.0,3.0,3253.0,6205.0,1984-01-01,3.0,1,57.65588260339723,12.014010599085038,49.28787878787879,Broslätt Östra
794,Vetekornsgatan 7,2020-09-30,2295000.0,2500000,3.0,82.0,1.0,,5699.0,,1968-01-01,,0,57.6584390410105,11.989167650031849,69.5,Ekhaga
795,Eklanda Skog 43,2020-09-30,3595000.0,3700000,3.0,79.0,1.0,2.0,3987.0,4860.0,1994-01-01,2.0,0,57.65415720931242,11.96459071093497,50.46835443037975,Eklanda Västra
796,Delbancogatan 11 B,2020-09-30,2650000.0,2850000,3.0,75.0,1.0,3.0,4171.0,4920.0,1964-01-01,3.0,0,57.6630714802481,12.021955574357559,55.61333333333334,Kvarnbyn Norra
797,Åby Allé 5,2020-09-30,2250000.0,2440000,2.0,44.0,1.0,4.0,2902.0,4200.0,2017-01-01,,1,57.64987560394683,11.99453795011758,65.95454545454545,Stallbacken
798,Piltegatan 5A,2020-09-30,2495000.0,2720000,2.0,53.0,,2.0,3312.0,3620.0,1957-01-01,3.0,0,57.661327854865334,12.004456911417735,62.490566037735846,Bosgården Södra
799,Görjelycksgatan 4,2020-09-30,1995000.0,1995000,1.0,43.0,,2.0,3775.0,3876.0,2100-01-01,,0,57.65661207654496,12.032009113732022,87.79069767441861,Glasberget Norra
800,Jungfruplatsen 1 A,2020-09-30,1850000.0,1850000,1.0,32.0,1.0,2.0,2434.0,3900.0,1959-01-01,3.0,0,57.6590334742732,12.000940300279598,76.0625,Fässberg Östra
801,Baazgatan 5 E,2020-09-30,1695000.0,1900000,1.0,45.0,,,2633.0,4800.0,1966-01-01,,0,57.65154201986604,12.014032102512362,58.51111111111111,Broslätt Östra
802,Irisgatan 5 F,2020-09-30,1995000.0,2000000,2.0,65.0,,2.0,4374.0,4800.0,2100-01-01,,0,57.65008775769658,12.014486925464105,67.29230769230769,Åby Östra
803,Holmåkravägen 5C,2020-09-29,2995000.0,3300000,4.0,105.0,1.0,,4808.0,21000.0,1966-01-01,,0,57.57843277113374,12.070706029089767,45.79047619047619,Skånhälla Bräcka
804,Eklanda Vall 43,2020-09-29,3995000.0,4620000,4.0,101.0,,,4381.0,29160.0,2003-01-01,,0,57.65024601630787,11.969024916320926,43.37623762376238,Eklanda Östra
805,Kvarnbygatan 11,2020-09-29,3995000.0,4150000,3.0,82.0,1.0,,4781.0,6624.0,2018-01-01,,1,57.65818123831951,12.030321444625717,58.30487804878049,Kvarnbyn Södra
806,Vetekornsgatan 31,2020-09-29,2800000.0,2800000,3.0,82.0,1.0,2.0,5699.0,5220.0,1968-01-01,3.0,0,57.65880501495419,11.990193731399925,69.5,Ekhaga
807,Gärdegatan 2C,2020-09-29,2695000.0,2830000,2.0,54.0,,1.0,2758.0,7036.0,2100-01-01,3.0,1,57.67632895785679,12.002581267210337,51.074074074074076,Sörgården Östra
808,Gladiolusgatan 3A,2020-09-25,2095000.0,2440000,2.0,65.0,1.0,3.0,4075.0,4000.0,1967-01-01,3.0,0,57.650843319176005,12.016034249371463,62.69230769230769,Broslätt Östra
809,Jungfruplatsen 1 B,2020-09-25,2195000.0,2320000,3.0,71.0,1.0,2.0,4584.0,5000.0,2100-01-01,3.0,0,57.65895075685428,12.000863288331344,64.56338028169014,Fässberg Östra
810,Krokslätts Parkgata 14,2020-09-25,2595000.0,2880000,2.0,53.0,1.0,2.0,3160.0,5100.0,2015-01-01,4.0,1,57.675869171579016,12.001763644240041,59.62264150943396,Sörgården Östra
811,Åby Allé 3,2020-09-25,2350000.0,2500000,2.0,50.0,1.0,1.0,2860.0,4080.0,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,57.2,Stallbacken
812,Åbyvägen 13,2020-09-25,2895000.0,2850000,3.0,75.0,1.0,2.0,4076.0,6900.0,1951-01-01,2.0,0,57.652865371314206,12.006144009235056,54.346666666666664,Broslätt Västra
813,Landshövdingegatan 34 B,2020-09-25,2295000.0,2515000,2.0,53.0,1.0,1.0,2664.0,5340.0,1959-01-01,3.0,0,57.674597334625496,11.994000827295816,50.264150943396224,Sörgården Västra
814,Frejagatan 9 A,2020-09-25,2595000.0,2850000,3.0,74.0,,,4180.0,7476.0,1961-01-01,,0,57.65721035896229,11.995322716372147,56.486486486486484,Fässberg Västra
815,Pinnharvsgatan 3 C,2020-09-25,1895000.0,1975000,1.0,38.0,,,2880.0,3756.0,1968-01-01,,0,57.66269558159613,11.993543958954147,75.78947368421052,Bosgården Norra
816,Hagåkersgatan 22,2020-09-24,2695000.0,2725000,2.0,57.0,,,2991.0,3000.0,1960-01-01,,1,57.662557420569804,12.004003298612014,52.473684210526315,Bosgården Södra
817,Kvarnbyvallen 9,2020-09-24,2995000.0,3100000,2.0,64.0,1.0,4.0,3671.0,6720.0,2017-01-01,5.0,1,57.658294360453,12.024812242326892,57.359375,Kvarnbyn Södra
818,Åby allé 7,2020-09-24,1995000.0,2040000,1.0,37.0,,4.0,2511.0,4644.0,2017-01-01,,1,57.64957380024625,11.994697033352189,67.86486486486487,Stallbacken
819,Dalhemsgatan 10 E,2020-09-24,2475000.0,2650000,2.0,63.0,1.0,2.0,4143.0,,1988-01-01,,1,57.67339800760289,12.006715189032999,65.76190476190476,Krokslätt
820,Larssons Berg 15,2020-09-24,2595000.0,2900000,2.0,61.0,,1.0,4088.0,,2015-01-01,,1,57.66582416538299,12.037360928517106,67.01639344262296,Lackarebäck Norra
821,Ålegårdsgatan 40,2020-09-23,2550000.0,2640000,3.0,91.0,1.0,2.0,5633.0,11544.0,1984-01-01,2.0,0,57.6279258009345,12.029056830335664,61.9010989010989,Balltorp Östra
822,Pinnharvsgatan 1D,2020-09-23,2495000.0,2700000,3.0,78.0,,3.0,4730.0,,2100-01-01,,0,57.662745177735985,11.994495766470777,60.64102564102564,Bosgården Norra
823,Rullharvsgatan 1C,2020-09-22,1995000.0,2200000,2.0,65.0,1.0,0.0,3967.0,2925.0,1970-01-01,4.0,0,57.66358885058323,11.992178640480443,61.03076923076923,Västerberg
824,Rektor Jönssons väg 3,2020-09-22,2795000.0,3100000,3.0,72.0,,,4050.0,3390.0,2018-01-01,,0,57.61042537126408,12.072886615683084,56.25,Stretered
825,Krokslättsgatan 3B,2020-09-22,1995000.0,2200000,2.0,37.0,,1.0,2735.0,3500.0,1929-01-01,4.0,0,57.674680607324774,12.00622356218111,73.91891891891892,Krokslätt
826,Toltorpsgatan 50D,2020-09-22,3295000.0,3500000,4.0,83.0,1.0,3.0,3962.0,7956.0,1962-01-01,3.0,0,57.67303701149974,11.979065899262688,47.734939759036145,Toltorp Norra
827,Åby Allé 3,2020-09-22,2350000.0,2600000,2.0,50.0,1.0,3.0,2860.0,4080.0,2100-01-01,4.0,1,57.65034187236276,11.994113786331331,57.2,Stallbacken
800,Jungfruplatsen 1 A,2020-09-22,1495000.0,1825000,1.0,32.0,1.0,2.0,2434.0,3900.0,1959-01-01,3.0,0,57.6590334742732,12.000940300279598,76.0625,Fässberg Östra
829,Gärdegatan 2 A,2020-09-22,2895000.0,2910000,2.0,62.0,1.0,3.0,3178.0,2040.0,2011-01-01,,1,57.677078883845155,12.00236833279119,51.25806451612903,Sörgården Östra
830,Bergskroken 2,2020-09-21,,4150000,3.0,79.0,,2.0,4266.0,7500.0,2100-01-01,7.0,1,57.66924007795422,12.009137944590304,54.0,Krokslätt
831,Knarrhögsgatan 6A,2020-09-20,2475000.0,2500000,2.0,60.0,1.0,3.0,3880.0,5388.0,2100-01-01,4.0,0,57.65819932343117,12.013920726610321,64.66666666666667,Stadshuset Södra
832,Hagåkersgatan 4 A,2020-09-19,1250000.0,1360000,1.0,18.0,,5.0,1694.0,3540.0,1952-01-01,3.0,0,57.66385922731946,12.010017241312921,94.11111111111111,Stadshuset Norra
833,Vetekornsgatan 13,2020-09-19,2395000.0,2840000,3.0,82.0,1.0,2.0,5699.0,5220.0,1968-01-01,3.0,0,57.65805790650324,11.989769370310054,69.5,Ekhaga
834,Kallblodsgatan 6B,2020-09-18,1995000.0,2050000,1.0,41.0,,,2958.0,2220.0,1967-01-01,,0,57.64615357325162,12.005473406587988,72.14634146341463,Åby Västra
835,Åby Allé 45,2020-09-18,2495000.0,2860000,2.0,50.0,1.0,9.0,2750.0,4476.0,2016-01-01,9.0,1,57.651946005925474,11.999211854982269,55.0,Stallbacken
836,Fredåsgatan 22,2020-09-17,2795000.0,2800000,3.0,66.0,1.0,3.0,4035.0,4000.0,1983-01-01,4.0,1,57.673825303526655,12.007300640951204,61.13636363636363,Krokslätt
650,Växthusgatan 9,2020-09-17,2295000.0,2650000,2.0,53.0,1.0,2.0,3528.0,5994.0,1952-01-01,3.0,0,57.65829605494522,12.01040820912563,66.56603773584905,Stadshuset Södra
